HT,AT,TYPE,HTPTS,HTTWOFG,HTTWOFGTOTAL,HTTHREEFG,HTTHREEFGTOTAL,HTFT,HTFTTOTAL,HTREBO,HTREBD,HTREBT,HTAS,HTST,HTTO,HTBLFV,HTBLAG,HTFOULSCM,HTFOULSRV,HTPIR,ATPTS,ATTWOFG,ATTWOFGTOTAL,ATTHREEFG,ATTHREEFGTOTAL,ATFT,ATFTTOTAL,ATREBO,ATREBD,ATREBT,ATAS,ATST,ATTO,ATBLFV,ATBLAG,ATFOULSCM,ATFOULSRV,ATPIR,HTFQ,HTSQ,HTTQ,HTFQ2,HTFO,HTSO,ATFQ,ATSQ,ATTQ,ATFQ2,ATFO,ATSO,HTFQCUM,HTSCCUM,HTTQCUM,HTFQCUM2,HTFOUM,HTSOCUM,ATFQCUM,ATSCCUM,ATTQCUM,ATFQCUM2,ATFOCUM,ATSOCUM
Panathinaikos Athens, Efes Pilsen,FT,84,14,29,12,25,20,30,13,15,28,10,8,16,1,1,31,27,72,76,14,25,8,20,24,34,10,17,27,10,9,20,1,1,27,31,73,22,26,24,12,,,17,22,13,24,,,22,48,72,84,,,17,39,52,76,,
Maccabi Elite Tel Aviv, Panathinaikos Athens,FT,91,26,38,6,15,21,27,6,18,24,17,18,15,5,4,22,22,109,82,18,30,10,27,16,21,12,15,27,11,15,18,4,5,22,22,82,25,24,19,23,,,18,23,21,20,,,25,49,68,91,,,18,41,62,82,,
CSKA Moscow, Tau Ceramica Vitoria,FT,78,22,39,8,30,10,28,17,25,42,10,9,13,1,2,22,26,72,85,24,42,7,20,16,21,8,30,38,17,13,9,2,1,27,22,104,17,23,19,19,,,25,22,13,25,,,17,40,59,78,,,25,47,60,85,,
CSKA Moscow, Panathinaikos Athens,OT,91,26,54,5,22,24,37,20,35,55,10,21,23,5,2,29,37,107,94,21,47,10,22,22,31,7,32,39,16,23,21,2,5,37,29,93,20,22,19,17,6,7,15,8,28,27,6,10,20,42,61,78,84,91,15,23,51,78,84,94
Maccabi Elite Tel Aviv, Tau Ceramica Vitoria,FT,90,25,46,8,13,16,20,9,18,27,21,20,17,1,3,29,22,102,78,18,32,6,21,24,33,12,20,32,8,17,20,3,1,22,29,86,26,24,15,25,,,15,24,23,16,,,26,50,65,90,,,15,39,62,78,,
Union Olimpija, Zalgiris,FT,75,19,33,8,27,13,18,6,28,34,14,6,13,2,2,20,20,78,78,21,40,8,25,12,21,9,25,34,10,7,9,2,2,20,20,75,18,24,17,16,,,17,17,22,22,,,18,42,59,75,,,17,34,56,78,,
Tau Ceramica Vitoria Gasteiz, Climamio Bologna,FT,77,21,33,4,15,23,32,11,25,36,13,5,16,4,0,17,28,98,69,23,43,4,24,11,18,14,13,27,8,14,7,0,4,28,17,49,22,16,23,16,,,18,14,18,19,,,22,38,61,77,,,18,32,50,69,,
AEK Athens, Strasbourg,FT,73,18,37,8,23,13,19,11,18,29,10,9,8,2,3,25,18,65,71,20,34,4,13,19,29,10,27,37,14,3,15,3,2,18,25,85,21,21,16,15,,,19,18,18,16,,,21,42,58,73,,,19,37,55,71,,
Benetton Basket, GHP Bamberg,FT,76,27,42,3,17,13,22,6,26,32,9,14,7,4,0,18,25,97,68,18,37,7,22,11,18,10,25,35,13,8,14,0,4,25,18,58,26,16,18,16,,,19,18,18,16,,,26,42,60,76,,,19,37,55,71,,
Maccabi Elite Tel Aviv, Prokom Trefl Sopot,FT,95,30,48,7,13,14,21,7,32,39,23,15,14,0,1,21,24,129,68,18,34,7,29,11,16,8,20,28,12,14,15,1,0,24,21,62,23,23,26,23,,,21,14,21,12,,,23,46,72,95,,,21,35,56,68,,
Cibona VIP, Lietuvos Rytas,FT,68,18,38,7,18,11,16,9,28,37,10,9,16,3,3,29,23,66,57,13,39,4,20,19,33,19,24,43,8,14,16,3,3,24,28,54,17,26,15,10,,,7,26,11,13,,,17,43,58,68,,,7,33,44,57,,
AJ Milano, Efes Pilsen,FT,66,18,37,6,29,12,17,15,25,40,10,16,16,0,1,31,24,61,71,21,39,3,14,20,31,10,28,38,6,17,16,1,0,24,31,84,25,8,17,16,,,16,18,20,17,,,25,33,50,66,,,16,34,54,71,,
Winterthur FC Barcelona, Olympiacos,FT,86,24,40,10,20,8,12,5,21,26,16,10,10,4,2,13,16,103,70,20,45,8,15,6,10,12,21,33,9,7,18,2,4,16,13,60,26,18,25,17,,,16,15,15,24,,,26,44,69,86,,,16,31,46,70,,
Partizan, Pau Orthez,FT,57,14,44,2,16,23,31,13,14,27,6,13,13,1,3,27,27,36,82,18,35,8,16,22,34,7,27,34,12,13,13,3,1,27,26,92,13,9,22,13,,,20,17,27,18,,,13,22,44,57,,,20,37,64,82,,
Real Madrid, Unicaja,FT,88,22,43,11,22,11,13,14,13,27,13,9,9,2,2,22,19,91,77,20,37,7,16,16,19,14,11,25,7,2,15,2,2,19,22,70,24,23,25,16,,,23,21,15,18,,,24,47,72,88,,,23,44,59,77,,
Ulker, Panathinaikos,FT,66,21,38,3,17,15,20,7,17,24,4,9,15,4,2,22,19,51,82,21,32,10,22,10,12,6,17,23,22,10,11,2,4,19,22,102,16,16,17,17,,,22,23,21,16,,,16,32,49,66,,,22,45,66,82,,
CSKA Moscow, Montepaschi Siena,FT,69,21,32,4,19,15,17,6,18,24,13,14,14,3,3,18,20,80,74,21,38,7,14,11,16,8,18,26,15,14,14,3,3,20,18,84,17,14,22,16,,,11,21,22,20,,,17,31,53,69,,,11,32,54,74,,
GHP Bamberg, Union Olimpija,FT,81,17,29,10,25,17,20,8,24,32,16,8,13,1,1,29,23,88,80,28,44,2,18,18,30,16,19,35,12,9,8,1,1,23,29,90,26,25,15,15,,,20,21,20,19,,,26,51,66,81,,,20,41,61,80,,
Strasbourg, Benetton Basket,OT,76,25,49,4,15,14,29,16,29,45,19,8,12,2,7,22,24,83,78,16,31,10,29,16,20,8,23,31,14,7,11,7,2,24,22,84,16,13,26,14,7,,22,14,16,17,9,,16,29,55,69,76,,22,36,52,69,78,
Climamio Bologna, AEK Athens,FT,88,22,36,13,24,5,10,10,23,33,19,18,12,5,0,19,20,122,55,11,31,6,19,15,22,9,19,28,7,9,18,0,5,20,19,35,25,18,20,25,,,21,16,18,-55,,,25,43,63,88,,,21,37,55,,,
Zalgiris, Tau Ceramica Vitoria,FT,63,19,37,7,20,4,8,5,29,34,15,16,18,4,1,17,13,74,58,18,49,4,15,10,16,14,23,37,13,18,16,1,4,13,17,63,16,13,20,14,,,28,13,17,-58,,,16,29,49,63,,,28,41,58,,,
Olympiacos, Maccabi Elite Tel Aviv,FT,83,17,40,7,23,28,30,10,30,40,8,6,13,6,3,20,24,90,78,20,45,8,23,14,19,8,30,38,18,9,16,3,6,24,20,75,12,27,21,23,,,36,25,17,-78,,,12,39,60,83,,,36,61,78,,,
Efes Pilsen, Winterthur FC Barcelona,FT,66,21,41,4,12,12,18,6,24,30,7,12,10,1,1,14,22,79,63,19,41,8,22,1,4,12,23,35,14,3,12,1,1,22,14,56,25,8,14,19,,,27,20,16,-63,,,25,33,47,66,,,27,47,63,,,
Lietuvos Rytas, AJ Milano,FT,59,13,29,8,35,9,16,14,20,34,7,18,11,0,1,24,17,49,65,14,26,8,20,13,19,5,30,35,8,11,18,1,0,17,24,79,18,13,5,23,,,30,10,25,-65,,,18,31,36,59,,,30,40,65,,,
Prokom Trefl Sopot, Cibona VIP,FT,80,26,43,7,21,7,14,11,22,33,23,10,14,4,1,23,17,91,64,18,37,6,17,10,18,5,19,24,12,12,14,1,4,18,23,62,20,16,26,18,,,32,16,16,-64,,,20,36,62,80,,,32,48,64,,,
Montepaschi Siena, Partizan,FT,66,14,28,6,26,20,29,11,23,34,14,22,19,2,1,23,29,81,59,17,39,3,14,16,19,11,26,37,9,20,22,1,2,29,23,60,15,19,13,19,,,30,11,18,-59,,,15,34,47,66,,,30,41,59,,,
Panathinaikos, CSKA Moscow,FT,92,19,30,10,22,24,26,7,18,25,13,6,14,6,2,23,25,103,82,22,49,8,19,14,17,13,18,31,14,9,16,2,6,25,23,73,23,19,23,27,,,45,19,18,-82,,,23,42,65,92,,,45,64,82,,,
Unicaja, Ulker,FT,70,18,32,9,28,7,13,13,33,46,16,8,16,7,0,14,18,96,57,19,50,5,14,4,10,10,18,28,4,11,10,0,7,18,14,33,25,15,15,15,,,33,18,6,-57,,,25,40,55,70,,,33,51,57,,,
Pau Orthez, Real Madrid,FT,50,14,24,4,13,10,14,6,9,15,9,6,17,2,3,18,17,38,69,19,37,7,16,10,14,11,18,29,11,12,14,3,2,17,18,78,11,17,7,15,,,31,22,16,-69,,,11,28,35,50,,,31,53,69,,,
Union Olimpija, Tau Ceramica Vitoria,FT,70,19,45,9,23,5,7,13,12,25,8,10,10,2,0,20,16,59,87,30,43,6,13,9,13,7,25,32,19,4,12,0,2,16,20,108,16,23,24,7,,,46,27,14,-87,,,16,39,63,70,,,46,73,87,,,
AEK Athens, Zalgiris,FT,80,23,48,6,15,16,22,12,20,32,14,13,14,2,4,25,24,82,65,19,38,3,21,18,23,16,25,41,9,10,21,4,2,24,25,65,19,19,22,20,,,36,16,13,-65,,,19,38,60,80,,,36,52,65,,,
Benetton Basket, Climamio Bologna,FT,94,17,36,13,23,21,30,11,22,33,19,13,8,0,0,21,22,114,84,17,34,12,20,14,22,6,21,27,15,8,12,0,0,22,21,88,22,15,32,25,,,34,24,26,-84,,,22,37,69,94,,,34,58,84,,,
GHP Bamberg, Strasbourg,FT,73,14,33,11,24,12,19,11,21,32,16,12,13,1,6,20,19,75,60,21,39,3,11,9,15,9,23,32,7,9,19,6,1,19,20,63,21,12,14,26,,,27,19,14,-60,,,21,33,47,73,,,27,46,60,,,
Maccabi Elite Tel Aviv, Cibona VIP,FT,83,21,49,7,16,20,27,6,31,37,17,13,9,4,4,22,22,97,74,19,39,8,24,12,17,7,32,39,12,9,13,4,4,22,22,80,13,19,21,30,,,43,13,18,-74,,,13,32,53,83,,,43,56,74,,,
AJ Milano, Prokom Trefl Sopot,FT,71,16,38,10,23,9,11,10,23,33,12,9,15,0,2,15,17,73,92,23,37,12,31,10,12,9,28,37,10,15,8,2,0,17,15,111,17,27,20,7,,,47,20,25,-92,,,17,44,64,71,,,47,67,92,,,
Winterthur FC Barcelona, Lietuvos Rytas,FT,91,22,41,12,26,11,16,12,15,27,17,8,11,3,3,23,26,97,97,22,43,11,22,20,25,19,23,42,7,8,16,3,3,26,23,98,12,29,20,30,,,47,15,35,-97,,,12,41,61,91,,,47,62,97,,,
Olympiacos, Efes Pilsen,OT,75,22,41,6,20,13,18,7,20,27,13,12,18,2,5,30,24,62,78,17,33,7,22,23,33,10,27,37,9,8,23,5,2,24,30,77,19,13,20,19,4,,22,9,20,20,7,,19,32,52,71,75,,22,31,51,71,78,
Partizan, Real Madrid,FT,63,18,40,4,16,15,20,13,6,19,12,18,11,1,6,23,23,57,75,14,28,10,25,17,23,10,15,25,12,16,16,6,1,23,22,81,18,13,21,11,,,40,17,18,-75,,,18,31,52,63,,,40,57,75,,,
Ulker, Pau Orthez,FT,87,25,50,6,15,19,30,14,31,45,12,13,13,5,3,21,24,104,55,18,48,2,17,13,21,7,22,29,9,6,18,3,5,24,21,23,23,22,25,17,,,25,10,20,-55,,,23,45,70,87,,,25,35,55,,,
CSKA Moscow, Unicaja,FT,87,23,34,8,24,17,21,9,25,34,17,16,12,3,1,24,20,109,63,17,28,4,21,17,23,5,19,24,9,12,16,1,3,20,24,60,17,20,26,24,,,39,5,19,-63,,,17,37,63,87,,,39,44,63,,,
Montepaschi Siena, Panathinaikos,FT,78,22,40,7,19,13,19,9,19,28,17,21,14,1,1,33,20,81,82,20,34,5,14,27,40,12,24,36,9,15,21,1,1,20,33,98,16,16,23,23,,,38,18,26,-82,,,16,32,55,78,,,38,56,82,,,
Strasbourg, Union Olimpija,FT,90,25,43,5,12,25,29,15,23,38,14,8,16,2,2,14,24,115,82,17,31,12,27,12,15,7,8,15,19,11,15,2,2,24,14,70,31,19,15,25,,,40,20,22,-82,,,31,50,65,90,,,40,60,82,,,
Climamio Bologna, GHP Bamberg,FT,94,22,34,11,18,17,25,4,24,28,22,19,13,6,0,25,24,128,64,8,25,8,22,24,30,8,18,26,9,9,21,0,6,24,25,45,29,24,26,15,,,36,16,12,-64,,,29,53,79,94,,,36,52,64,,,
Zalgiris, Benetton Basket,FT,88,20,40,11,25,15,19,9,25,34,16,11,7,4,3,16,17,106,70,24,49,4,12,10,12,8,22,30,16,7,11,3,4,17,16,75,25,18,23,22,,,35,13,22,-70,,,25,43,66,88,,,35,48,70,,,
Tau Ceramica Vitoria Gasteiz, AEK Athens,FT,77,17,35,9,23,16,22,14,19,33,13,9,13,4,1,24,22,82,62,14,34,4,16,22,30,9,19,28,4,9,13,1,4,22,24,49,12,22,23,20,,,37,17,8,-62,,,12,34,57,77,,,37,54,62,,,
Efes Pilsen, Maccabi Elite Tel Aviv,FT,90,21,38,11,29,15,31,10,25,35,16,8,6,2,6,23,25,90,88,24,47,7,12,19,27,8,22,30,16,5,12,6,2,25,23,93,20,21,27,22,,,46,20,22,-88,,,20,41,68,90,,,46,66,88,,,
Lietuvos Rytas, Olympiacos,FT,78,20,33,7,21,17,25,7,28,35,18,11,17,3,2,25,23,89,67,19,35,5,27,14,26,10,23,33,6,17,11,2,3,23,25,63,18,21,21,18,,,34,25,8,-67,,,18,39,60,78,,,34,59,67,,,
Prokom Trefl Sopot, Winterthur FC Barcelona,FT,60,16,34,8,23,4,9,8,23,31,14,10,12,3,4,22,15,57,65,20,33,4,21,13,16,3,24,27,13,10,12,4,3,15,22,78,12,23,10,15,,,34,13,18,-65,,,12,35,45,60,,,34,47,65,,,
Cibona VIP, AJ Milano,FT,67,13,36,9,21,14,26,14,20,34,10,12,12,1,2,15,23,71,60,12,29,10,28,6,9,14,26,40,10,8,20,2,1,23,15,53,13,20,17,17,,,31,17,12,-60,,,13,33,50,67,,,31,48,60,,,
Panathinaikos, Partizan,FT,81,18,27,7,15,24,37,6,29,35,12,7,18,5,1,27,29,93,62,12,41,8,22,14,29,20,15,35,5,8,14,1,5,29,27,32,24,28,16,13,,,25,6,31,-62,,,24,52,68,81,,,25,31,62,,,
Unicaja, Montepaschi Siena,FT,82,21,40,6,17,22,24,8,27,35,14,13,16,5,1,19,28,109,60,18,42,3,15,15,21,10,19,29,9,7,19,1,5,28,19,31,17,19,27,19,,,25,22,13,-60,,,17,36,63,82,,,25,47,60,,,
Pau Orthez, CSKA Moscow,FT,55,18,47,5,23,4,9,21,23,44,14,15,11,3,5,21,17,59,69,18,40,5,16,18,21,9,32,41,11,11,15,5,3,17,21,87,16,18,9,12,,,33,16,20,-69,,,16,34,43,55,,,33,49,69,,,
Real Madrid, Ulker,FT,70,21,48,8,17,4,8,18,31,49,18,8,17,6,4,17,13,86,58,16,42,7,22,5,10,10,16,26,5,12,10,4,6,13,17,47,20,19,22,9,,,35,10,13,-58,,,20,39,61,70,,,35,45,58,,,
Union Olimpija, AEK Athens,FT,81,20,42,7,14,20,22,8,14,22,14,10,14,1,0,31,19,71,72,18,33,3,10,27,34,8,17,25,8,11,20,0,1,19,31,78,20,12,21,28,,,38,15,19,-72,,,20,32,53,81,,,38,53,72,,,
Benetton Basket, Tau Ceramica Vitoria,OT,92,26,50,3,17,31,36,13,27,40,12,16,15,1,3,24,28,104,96,28,53,8,17,16,22,10,28,38,20,15,15,3,1,28,24,112,16,21,27,19,9,,29,25,14,15,13,,16,37,64,83,92,,29,54,68,83,96,
GHP Bamberg, Zalgiris,FT,72,18,42,9,22,9,15,8,23,31,8,7,9,1,5,24,14,52,79,15,33,8,18,25,31,8,33,41,12,5,13,5,1,14,24,104,21,19,18,14,,,39,22,18,-79,,,21,40,58,72,,,39,61,79,,,
Strasbourg, Climamio Bologna,FT,75,21,44,5,14,18,27,15,25,40,19,10,14,1,2,18,24,94,78,18,33,9,27,15,17,8,23,31,18,9,15,2,1,24,18,81,19,19,18,19,,,34,21,23,-78,,,19,38,56,75,,,34,55,78,,,
Maccabi Elite Tel Aviv, AJ Milano,OT,96,19,40,13,28,19,34,10,34,44,20,20,20,3,1,24,29,116,95,16,35,16,41,15,22,13,34,47,21,20,20,1,3,29,24,105,20,15,29,11,21,,15,25,15,20,20,,20,35,64,75,96,,15,40,55,75,95,
Winterthur FC Barcelona, Cibona VIP,FT,97,33,43,7,18,10,13,5,27,32,25,13,9,5,1,15,16,139,53,17,42,4,16,7,12,11,14,25,3,8,15,1,5,16,15,27,22,30,20,25,,,27,14,12,-53,,,22,52,72,97,,,27,41,53,,,
Olympiacos, Prokom Trefl Sopot,FT,70,15,40,3,13,31,39,10,24,34,7,8,15,0,2,20,31,70,65,14,32,7,22,16,24,11,27,38,11,4,21,2,0,31,20,47,16,13,20,21,,,34,18,13,-65,,,16,29,49,70,,,34,52,65,,,
Efes Pilsen, Lietuvos Rytas,FT,51,17,43,3,16,8,11,7,18,25,5,10,12,4,2,16,20,43,72,22,46,7,17,7,10,8,28,36,15,7,14,2,4,20,16,73,14,14,8,15,,,43,17,12,-72,,,14,28,36,51,,,43,60,72,,,
Partizan, Ulker,FT,85,27,43,4,20,19,31,13,25,38,14,18,13,4,1,23,23,101,69,11,31,9,27,20,27,10,15,25,12,11,12,1,4,24,23,56,19,19,13,34,,,42,11,16,-69,,,19,38,51,85,,,42,53,69,,,
CSKA Moscow, Real Madrid,FT,64,20,36,5,20,9,11,13,16,29,14,19,11,1,4,18,19,80,52,15,27,5,19,7,8,10,19,29,10,11,19,4,1,19,18,58,14,15,16,19,,,27,8,17,-52,,,14,29,45,64,,,27,35,52,,,
Montepaschi Siena, Pau Orthez,FT,77,19,33,8,24,15,19,5,25,30,12,17,11,3,0,25,22,91,72,13,37,9,22,19,27,15,27,42,9,11,16,0,3,22,25,73,26,18,18,15,,,37,18,17,-72,,,26,44,62,77,,,37,55,72,,,
Unicaja, Panathinaikos,FT,82,15,28,9,23,25,31,9,21,30,13,7,13,4,0,23,27,94,79,28,47,3,16,14,21,10,20,30,7,10,10,0,4,27,23,69,20,32,15,15,,,36,20,23,-79,,,20,52,67,82,,,36,56,79,,,
Union Olimpija, Climamio Bologna,OT,87,20,35,10,22,17,27,8,26,34,16,12,17,2,0,25,28,100,80,18,37,9,25,17,24,7,19,26,11,10,16,0,2,28,25,64,25,15,17,16,14,,18,19,21,15,7,,25,40,57,73,87,,18,37,58,73,80,
Zalgiris, Strasbourg,FT,72,20,37,7,21,11,17,8,23,31,20,17,16,4,2,22,20,87,63,22,50,3,12,10,15,13,23,36,12,16,17,2,4,20,22,68,28,13,18,13,,,34,10,19,-63,,,28,41,59,72,,,34,44,63,,,
Tau Ceramica Vitoria Gasteiz, GHP Bamberg,FT,77,19,40,8,21,15,21,11,21,32,9,11,11,4,1,15,19,85,59,17,38,6,18,7,10,7,25,32,9,9,22,1,4,19,15,44,21,28,18,10,,,35,12,12,-59,,,21,49,67,77,,,35,47,59,,,
AEK Athens, Benetton Basket,FT,57,18,51,5,18,6,10,21,23,44,10,8,17,1,3,22,12,40,83,19,39,11,18,12,16,6,26,32,17,9,12,3,1,12,22,110,18,11,10,18,,,39,23,21,-83,,,18,29,39,57,,,39,62,83,,,
Maccabi Elite Tel Aviv, Lietuvos Rytas,FT,86,25,44,5,17,21,27,6,28,34,18,14,13,2,1,27,27,103,92,21,44,10,19,20,37,14,22,36,20,13,14,1,2,27,27,97,21,19,21,25,,,44,17,31,-92,,,21,40,61,86,,,44,61,92,,,
Prokom Trefl Sopot, Efes Pilsen,FT,75,21,41,8,23,9,14,16,20,36,16,14,16,4,3,22,19,83,82,21,31,9,19,13,22,3,19,22,11,13,12,3,4,19,22,89,22,20,20,13,,,43,19,20,-82,,,22,42,62,75,,,43,62,82,,,
Cibona VIP, Olympiacos,FT,74,18,35,7,18,17,21,8,29,37,7,9,13,3,3,21,18,79,62,22,46,5,17,3,14,12,21,33,11,9,12,3,3,19,21,58,16,14,24,20,,,33,16,13,-62,,,16,30,54,74,,,33,49,62,,,
AJ Milano, Winterthur FC Barcelona,FT,70,23,43,4,21,12,21,9,28,37,8,21,10,4,1,17,24,90,58,14,28,9,25,3,7,4,31,35,8,11,21,1,4,24,17,47,23,14,16,17,,,28,22,8,-58,,,23,37,53,70,,,28,50,58,,,
Partizan, Unicaja,FT,67,21,49,3,16,16,23,9,15,24,8,10,8,0,5,26,21,43,86,18,27,11,23,17,27,4,23,27,20,13,13,5,0,21,26,112,22,12,25,8,,,42,17,27,-86,,,22,34,59,67,,,42,59,86,,,
Pau Orthez, Panathinaikos,FT,67,11,30,10,29,15,22,12,26,38,14,11,19,4,1,27,18,60,82,20,42,6,24,24,25,14,23,37,15,19,11,1,4,18,27,107,27,15,16,9,,,44,18,20,-82,,,27,42,58,67,,,44,62,82,,,
Real Madrid, Montepaschi Siena,FT,65,11,22,9,23,16,28,10,24,34,9,8,15,2,0,18,25,73,61,15,33,6,22,13,13,8,21,29,7,11,11,0,2,25,18,54,15,17,13,20,,,34,16,11,-61,,,15,32,45,65,,,34,50,61,,,
Ulker, CSKA Moscow,FT,49,16,34,3,19,8,10,8,18,26,6,6,17,1,1,13,12,33,82,25,46,8,20,8,11,10,25,35,22,6,11,1,1,12,12,98,12,12,16,9,,,44,18,20,-82,,,12,24,40,49,,,44,62,82,,,
Benetton Basket, Union Olimpija,FT,81,15,40,12,23,15,19,15,27,42,13,13,12,1,1,15,22,104,66,22,41,4,19,10,11,7,23,30,11,11,13,1,1,22,15,63,28,19,18,16,,,30,23,13,-66,,,28,47,65,81,,,30,53,66,,,
GHP Bamberg, AEK Athens,FT,71,14,32,11,25,10,18,9,20,29,12,6,6,2,0,23,20,71,61,17,33,5,15,12,18,7,23,30,9,4,13,0,2,20,23,60,13,11,27,20,,,37,15,9,-61,,,13,24,51,71,,,37,52,61,,,
Strasbourg, Tau Ceramica Vitoria,FT,84,29,48,3,12,17,25,5,28,33,14,12,9,2,2,23,21,96,76,18,38,6,22,22,31,8,22,30,17,6,13,2,2,21,23,73,22,23,15,24,,,44,17,15,-76,,,22,45,60,84,,,44,61,76,,,
Climamio Bologna, Zalgiris,FT,75,21,39,4,17,21,29,8,29,37,11,16,13,0,4,18,23,88,64,13,37,7,29,17,23,21,27,48,8,13,17,4,0,23,18,63,18,15,18,24,,,34,16,14,-64,,,18,33,51,75,,,34,50,64,,,
Winterthur FC Barcelona, Maccabi Elite Tel Aviv,FT,78,19,39,5,22,25,31,15,24,39,9,8,17,3,3,24,27,77,88,28,49,5,13,17,21,6,22,28,14,9,13,3,3,27,24,90,15,23,17,23,,,48,23,17,-88,,,15,38,55,78,,,48,71,88,,,
Olympiacos, AJ Milano,FT,89,20,31,10,21,19,24,10,22,32,15,10,18,2,0,28,26,101,67,16,38,5,14,20,26,12,11,23,11,10,17,0,2,26,28,57,23,19,25,22,,,37,11,19,-67,,,23,42,67,89,,,37,48,67,,,
Efes Pilsen, Cibona VIP,FT,71,21,41,4,18,17,22,10,23,33,12,8,12,2,2,22,25,76,77,23,41,5,21,16,16,9,24,33,11,7,12,2,2,26,20,76,21,12,20,18,,,45,13,19,-77,,,21,33,53,71,,,45,58,77,,,
Lietuvos Rytas, Prokom Trefl Sopot,FT,82,18,35,10,23,16,23,4,23,27,15,20,11,1,1,20,22,98,69,17,29,6,26,17,26,11,29,40,9,11,20,1,1,22,20,66,22,19,26,15,,,31,14,24,-69,,,22,41,67,82,,,31,45,69,,,
CSKA Moscow, Partizan,FT,89,26,40,4,14,25,40,7,27,34,16,26,13,6,5,22,31,123,58,13,35,7,25,11,17,15,22,37,8,13,26,5,6,31,22,34,20,20,33,16,,,27,13,18,-58,,,20,40,73,89,,,27,40,58,,,
Montepaschi Siena, Ulker,FT,70,19,36,5,22,17,25,12,22,34,13,16,17,0,5,26,22,65,74,19,39,4,14,24,32,10,26,36,9,18,16,5,0,22,26,92,19,15,14,22,,,28,19,27,-74,,,19,34,48,70,,,28,47,74,,,
Panathinaikos, Real Madrid,FT,87,19,39,11,22,16,21,14,11,25,8,11,17,2,3,20,20,77,71,19,36,7,21,12,18,14,19,33,8,9,22,3,2,20,20,63,20,17,22,28,,,36,19,16,-71,,,20,37,59,87,,,36,55,71,,,
Unicaja, Pau Orthez,FT,81,20,39,8,17,17,22,6,29,35,13,9,17,5,2,18,20,93,73,24,52,5,15,10,14,11,22,33,11,9,12,2,5,20,18,67,21,19,18,23,,,35,18,20,-73,,,21,40,58,81,,,35,53,73,,,
Zalgiris, Union Olimpija,FT,80,22,34,7,15,15,20,6,22,28,17,8,14,4,1,24,23,96,79,19,43,9,21,14,20,14,17,31,9,14,8,1,4,23,24,81,20,19,20,21,,,42,17,20,-79,,,20,39,59,80,,,42,59,79,,,
Climamio Bologna, Tau Ceramica Vitoria,FT,86,25,41,6,20,18,28,13,26,39,16,25,19,2,4,20,26,111,66,20,40,4,13,14,23,7,18,25,14,16,24,4,2,26,20,55,20,15,26,25,,,36,12,18,-66,,,20,35,61,86,,,36,48,66,,,
Strasbourg, AEK Athens,FT,70,22,40,4,7,14,24,7,24,31,16,5,10,3,3,23,22,80,66,16,30,3,19,25,28,7,17,24,7,9,10,3,3,22,23,64,18,17,15,20,,,28,15,23,-66,,,18,35,50,70,,,28,43,66,,,
GHP Bamberg, Benetton Basket,FT,92,19,34,11,24,21,26,17,21,38,16,5,11,3,2,24,21,105,85,19,33,10,18,17,23,4,12,16,12,6,6,2,3,21,24,87,15,27,23,27,,,49,19,17,-85,,,15,42,65,92,,,49,68,85,,,
Prokom Trefl Sopot, Maccabi Elite Tel Aviv,FT,59,9,28,9,31,14,26,7,23,30,12,8,10,4,2,22,22,48,81,27,48,5,14,12,16,7,35,42,14,9,13,2,4,22,22,97,16,16,14,13,,,34,20,27,-81,,,16,32,46,59,,,34,54,81,,,
Lietuvos Rytas, Cibona VIP,FT,80,18,34,11,26,11,17,8,31,39,15,7,8,3,0,22,24,101,52,9,24,4,21,22,31,5,24,29,5,8,7,0,3,24,22,41,21,16,19,24,,,26,12,14,-52,,,21,37,56,80,,,26,38,52,,,
Efes Pilsen, AJ Milano,FT,85,14,20,17,30,6,9,7,25,32,16,7,20,2,0,16,14,98,57,16,32,8,29,1,2,7,12,19,12,13,12,0,2,14,16,51,20,15,22,28,,,28,17,12,-57,,,20,35,57,85,,,28,45,57,,,
Olympiacos, Winterthur FC Barcelona,FT,80,25,46,7,19,9,14,7,24,31,14,6,13,2,4,19,18,77,68,24,43,3,20,11,14,11,22,33,10,5,17,4,2,18,19,63,23,21,13,23,,,31,15,22,-68,,,23,44,57,80,,,31,46,68,,,
Pau Orthez, Partizan,FT,77,19,35,7,18,18,22,9,16,25,23,15,9,2,1,16,24,109,69,20,33,6,14,11,14,7,21,28,16,9,15,1,2,24,16,74,16,25,22,14,,,26,17,26,-69,,,16,41,63,77,,,26,43,69,,,
Unicaja, Real Madrid,FT,71,8,23,13,27,16,18,9,22,31,14,5,9,3,4,21,24,83,61,15,35,5,16,16,18,8,18,26,5,4,10,4,3,24,21,51,23,14,19,15,,,30,15,16,-61,,,23,37,56,71,,,30,45,61,,,
Panathinaikos, Ulker,FT,85,20,31,10,23,15,20,7,21,28,18,7,12,3,0,20,22,102,69,14,29,8,24,17,21,11,18,29,10,7,16,0,3,22,20,59,20,26,18,21,,,33,17,19,-69,,,20,46,64,85,,,33,50,69,,,
Montepaschi Siena, CSKA Moscow,FT,66,16,39,6,23,16,22,15,25,40,11,8,12,3,3,18,19,68,75,25,49,4,16,13,16,12,29,41,12,12,9,3,3,19,18,91,16,14,24,12,,,39,14,22,-75,,,16,30,54,66,,,39,53,75,,,
